Grade,Energy,Entropy,Correlation,Contrast,Homogeneity,Variance,Sum Mean,Inertia,Cluster Shade,Cluster Tendency,Max Probability,Inverse Variance
1,0.1652849,0.9678492,0.5387397,0.527813,0.07961945,1.537618,12.80717,0.527813,-42.13982,706.7087,0.2567782,0.308302
1,0.2018317,0.9348694,0.6883036,0.5350816,0.07865947,1.099308,12.86781,0.5350816,-24.59446,387.5941,0.3874835,0.3200599
1,0.2235297,0.9473613,0.6236531,0.5888714,0.0806161,1.214979,12.58578,0.5888714,-29.27663,454.618,0.4248764,0.2975677
1,0.20604783,0.94161715,0.44534097,0.57428714,0.078692765,1.9075615,13.032462,0.57428714,-71.36209,1167.9397,0.31858115,0.27947213
1,0.14623327,1.1159186,0.36658787,0.8161012,0.084146521,2.2281629,12.310643,0.8161012,-74.15041,1205.3546,0.2865212,0.39796182
1,0.14204479,1.1476217,0.33238108,0.8486546,0.083551434,2.4973835,12.348496,0.8486546,-77.935253,1137.9503,0.30076987,0.39406457
1,0.11552818,1.2264825,0.27544676,0.96314448,0.084473622,3.0590847,12.351776,0.96314448,-97.067006,1497.4953,0.25824438,0.39509329
1,0.2233985,0.9388572,0.5646871,0.6048449,0.08010945,1.383893,12.68152,0.6048449,-40.16579,595.537,0.4242144,0.3381677
1,0.12064886,1.1837919,0.36285951,0.99790126,0.079497172,2.1015043,12.906427,0.99790126,-61.62574,1044.5265,0.26674629,0.41647486
1,0.1173283,1.193482,0.355094,0.9359501,0.07995437,2.223524,12.81229,0.9359501,-53.49562,848.1303,0.2457137,0.3655772
1,0.10455182,1.2684661,0.30296448,1.1837852,0.081087108,2.5279225,12.759881,1.1837852,-74.049794,1287.471,0.25035635,0.43780285
1,0.12507225,1.173347,0.35998958,0.96381145,0.079945507,2.1576677,12.856726,0.96381145,-65.17505,1089.2917,0.27682032,0.41804367
1,0.096058425,1.2957775,0.28090626,1.2661873,0.082971219,2.7364649,12.512819,1.2661873,-78.307955,1313.9563,0.21940155,0.44134698
1,0.088216818,1.3469892,0.22518345,1.3342777,0.086614523,3.6228025,12.200627,1.3342777,-120.32803,1993.0216,0.20453661,0.44174905
1,0.11295239,1.2232895,0.30676371,0.98682579,0.081313296,2.6535537,12.680553,0.98682579,-76.537529,1167.5104,0.23810187,0.38623142
1,0.21152459,0.97646424,0.38787874,0.64634847,0.079034821,2.1991249,13.05137,0.64634847,-81.139407,1379.0053,0.39295164,0.26721607
1,0.091897696,1.3220591,0.26012965,1.2095487,0.084360515,3.0921319,12.325636,1.2095487,-88.402466,1382.5317,0.21574328,0.44591118
1,0.045817071,1.5882412,0.15065967,1.8146365,0.092626734,5.5531639,11.669478,1.8146365,-137.05453,2283.4663,0.10972954,0.44904749
1,0.080984911,1.3429591,0.27924436,1.1809183,0.083717363,2.8346872,12.336057,1.1809183,-66.451605,1007.9145,0.18543765,0.45002395
1,0.1046838,1.240809,0.3725414,1.067924,0.08123741,1.946433,12.55089,1.067924,-37.17234,568.3899,0.2422099,0.438381
1,0.1176261,1.205675,0.3499507,0.9926267,0.08111538,2.218002,12.66211,0.9926267,-61.06261,975.1856,0.268225,0.4233636
1,0.1218023,1.155005,0.4008269,1.017039,0.0822682,1.783114,12.51537,1.017039,-50.71956,929.4334,0.2330936,0.4331035
1,0.072159715,1.3885635,0.2071724,1.2511932,0.083850755,4.0885322,12.697921,1.2511932,-149.45996,2664.5942,0.14771825,0.4579964
1,0.07037814,1.348125,0.3089989,1.372331,0.078543,2.248911,13.03106,1.372331,-46.13866,821.5556,0.1503214,0.4845111
1,0.068464057,1.400237,0.2389473,1.4559446,0.079873049,3.247174,13.00628,1.4559446,-94.027465,1627.1572,0.13959225,0.46819702
1,0.076269339,1.3581556,0.23943655,1.400911,0.080078133,3.2867962,13.076371,1.400911,-114.69334,2064.6368,0.159433,0.47130996
1,0.10415005,1.3113137,0.21865389,1.2267663,0.081178645,3.8438018,12.942686,1.2267663,-138.71222,2279.0699,0.25404553,0.41623766
1,0.062985346,1.4608259,0.19084126,1.6382902,0.083154699,4.2234405,12.7314,1.6382902,-137.23329,2385.2604,0.15473748,0.47653915
1,0.065617244,1.4249788,0.20868719,1.6544143,0.082400823,3.7290461,12.845206,1.6544143,-128.42701,2343.7342,0.14434888,0.47748075
1,0.04586639,1.5660191,0.16017014,1.9030697,0.085670342,5.0724853,12.499885,1.9030697,-150.80062,2713.4318,0.10354623,0.46924497
1,0.040506695,1.637678,0.10861853,1.7552081,0.095814159,8.2240532,11.85399,1.7552081,-265.5927,4816.0929,0.095433502,0.46084066
1,0.06527553,1.6103088,0.098147213,1.6887766,0.10139202,9.2595495,11.457484,1.6887766,-254.46751,4810.1819,0.22208272,0.38212726
1,0.078342051,1.5077138,0.10547823,1.3225699,0.097122616,8.7656615,11.855667,1.3225699,-301.79265,5296.0997,0.23463327,0.38671242
1,0.067997365,1.3646894,0.28836014,1.389311,0.079544684,2.5072722,12.94335,1.389311,-59.402504,1073.1504,0.14219104,0.48291684
1,0.079028567,1.3605749,0.23953431,1.3491991,0.08017323,3.3281687,13.015767,1.3491991,-107.63937,1852.582,0.18376925,0.44380433
1,0.069736686,1.6036141,0.10832013,2.1331252,0.093913029,8.0015018,11.999443,2.1331252,-245.70682,4396.8946,0.23202177,0.38105679
1,0.070186965,1.413904,0.19912397,1.5191945,0.083128165,4.0891005,12.766906,1.5191945,-145.2616,2533.1348,0.16199539,0.47815895
1,0.1028775,1.212784,0.3699434,1.040202,0.07688445,2.000251,13.27838,1.040202,-50.23099,780.0582,0.184424,0.4650253
1,0.09925807,1.2395092,0.31738739,1.0966504,0.078703808,2.4438984,13.122313,1.0966504,-80.832483,1417.9305,0.19600553,0.46589203
1,0.13265014,1.1669854,0.34863704,0.99465306,0.077713241,2.2285002,13.225961,0.99465306,-73.062372,1228.0562,0.28390274,0.38493382
1,0.14520906,1.2844054,0.18045189,1.3060817,0.082145304,4.7855612,12.992814,1.3060817,-196.55927,3346.8722,0.34949438,0.35634132
1,0.084506166,1.3279796,0.27266251,1.3185945,0.07767322,2.8061228,13.258658,1.3185945,-80.866053,1336.5002,0.19202925,0.46063732
1,0.08718384,1.287461,0.324726,1.225969,0.07790517,2.235436,13.15178,1.225969,-57.46139,971.9416,0.1743936,0.4752344
1,0.1028727,1.225793,0.3506096,1.058891,0.07727102,2.149845,13.24679,1.058891,-58.41853,934.348,0.1946765,0.4639654
1,0.065589728,1.4667078,0.17167536,1.5621265,0.084890666,4.8958491,12.574202,1.5621265,-164.53219,2746.676,0.1462912,0.45982638
1,0.11674131,1.1628787,0.37204204,0.98021664,0.076902281,2.0432035,13.348924,0.98021664,-70.125969,1256.4952,0.19788957,0.45886215
1,0.10365359,1.1967174,0.36876152,1.0173973,0.077909109,2.0328496,13.147821,1.0173973,-62.729664,1080.1684,0.19871975,0.4720299
1,0.069014443,1.4123492,0.21582732,1.4647256,0.082860492,3.7215064,12.691853,1.4647256,-118.30051,2017.59,0.15445928,0.47380508
1,0.095577266,1.4195853,0.16229714,1.5048629,0.084760802,5.2843094,12.623897,1.5048629,-170.80566,2738.6472,0.26256817,0.39012244
1,0.12481951,1.4547056,0.10739891,1.657593,0.09467637,8.3912118,12.072717,1.657593,-294.21357,5167.1023,0.33609887,0.33796932
1,0.061501825,1.4701219,0.18645861,1.7645007,0.082979832,4.248788,12.785501,1.7645007,-143.55418,2535.2162,0.13269542,0.46689426
1,0.19182338,0.93243462,0.46545659,0.6641774,0.078257447,1.7379881,13.126317,0.6641774,-72.08105,1225.9416,0.32155002,0.38762544
1,0.20084964,0.91944753,0.43256292,0.64931191,0.077664694,1.9213122,13.27186,0.64931191,-85.632048,1484.9799,0.31890747,0.36782296
1,0.2662201,0.83891365,0.46871777,0.54948032,0.076153624,1.8095687,13.448314,0.54948032,-78.672284,1277.8994,0.45894324,0.32737335
1,0.17098784,1.0335142,0.37860468,0.80767975,0.077715814,2.1440141,13.211308,0.80767975,-80.955202,1293.8605,0.2939954,0.38546605
1,0.2076561,0.9369246,0.4908855,0.644557,0.07628089,1.635965,13.38056,0.644557,-60.45972,970.3652,0.3669929,0.360897
1,0.2614443,0.8370033,0.5501865,0.5109016,0.0756486,1.509987,13.45439,0.5109016,-57.96626,899.8423,0.4483872,0.3217807
1,0.2153622,0.88239157,0.47314008,0.59306413,0.077094049,1.7568322,13.290478,0.59306413,-74.509995,1234.4994,0.3309785,0.35040296
1,0.066240213,1.4042232,0.24992271,1.2723696,0.080287871,3.2079209,12.860574,1.2723696,-75.249908,1177.2628,0.14837924,0.47579544
1,0.062312269,1.4348127,0.23726332,1.3917946,0.081977223,3.3354885,12.667767,1.3917946,-78.535366,1299.3868,0.15128507,0.48039535
1,0.055285607,1.4870812,0.19917929,1.5515384,0.083293412,4.0620467,12.629528,1.5515384,-113.61375,1981.1861,0.13369098,0.47998694
1,0.054700387,1.5451289,0.1493312,1.6940511,0.088175691,5.7021764,12.1908,1.6940511,-161.32271,2578.0907,0.14758383,0.47127885
1,0.069958708,1.3898996,0.2362059,1.4806405,0.080268589,3.2774272,12.951184,1.4806405,-100.33689,1705.4441,0.15212558,0.47970046
1,0.075596061,1.3782143,0.2422696,1.4728524,0.081315952,3.1674379,12.841527,1.4728524,-95.238664,1644.4577,0.18136833,0.47270305
1,0.1173864,1.3979023,0.17104957,1.6921543,0.083891987,4.8201531,12.66534,1.6921543,-148.75342,2404.3172,0.31359031,0.35469772
1,0.07041881,1.413071,0.21199097,1.5058283,0.081614608,3.776926,12.839376,1.5058283,-117.18335,1924.2221,0.14354457,0.46500842
1,0.080933022,1.3270315,0.27027879,1.3157633,0.07934061,2.8435429,12.995343,1.3157633,-80.143266,1246.1433,0.1649526,0.47956711
1,0.083121796,1.3199517,0.27945281,1.3300919,0.080187361,2.695725,12.891011,1.3300919,-79.675776,1324.5242,0.18934771,0.48240391
1,0.09466393,1.257546,0.3329222,1.169225,0.0781684,2.208809,13.08091,1.169225,-55.46472,838.4143,0.1955658,0.475046
1,0.081568288,1.3125494,0.28087462,1.2900115,0.078978509,2.7143872,13.095869,1.2900115,-83.771035,1426.3603,0.15762776,0.48122293
1,0.088273323,1.2604605,0.3345879,1.16311,0.077875386,2.197882,13.278932,1.16311,-68.446719,1306.6866,0.16153463,0.48126417
1,0.090727516,1.2739337,0.30408154,1.2224851,0.079015929,2.4764353,13.06741,1.2224851,-77.36911,1334.0574,0.18902638,0.47865755
1,0.065159669,1.4580539,0.18061665,1.6481795,0.083592097,4.5286654,12.712545,1.6481795,-154.11295,2618.5831,0.14621567,0.45539954
1,0.058529959,1.6039905,0.11492156,2.0363414,0.092740074,7.5242079,12.024296,2.0363414,-233.95437,4067.9014,0.19209912,0.40876937
1,0.14970915,1.2725982,0.16820701,1.1606037,0.08436504,5.2934076,12.677777,1.1606037,-194.86072,3029.7791,0.35194936,0.3387175
1,0.10355541,1.3935189,0.13034651,1.3785038,0.090579128,6.9063788,12.260906,1.3785038,-264.22463,4436.4889,0.26932554,0.36985638
1,0.07391256,1.3669644,0.25690622,1.3330576,0.080425777,3.0387638,12.88589,1.3330576,-85.522675,1409.8012,0.16284461,0.47509566
1,0.066784757,1.4157007,0.24324142,1.5727034,0.081583246,3.0514768,12.679775,1.5727034,-74.182839,1187.9868,0.1624086,0.47831532
1,0.052208234,1.5316595,0.16893207,1.9016102,0.08506198,4.7295213,12.499242,1.9016102,-140.48985,2353.0563,0.11287939,0.46780307
1,0.085307612,1.3010459,0.30153099,1.218059,0.077765846,2.5123339,13.201773,1.218059,-66.475779,1054.1744,0.16045301,0.47284175
1,0.070363957,1.3945169,0.2238507,1.467505,0.08250537,3.5420175,12.705997,1.467505,-113.87284,1923.665,0.15990656,0.48148719
1,0.095985698,1.2705721,0.28319222,1.1898283,0.079339013,2.7740831,13.053033,1.1898283,-91.390212,1512.5909,0.19520653,0.45336383
1,0.086850926,1.2921176,0.29659095,1.2888694,0.078872236,2.5034141,13.07698,1.2888694,-75.028342,1290.465,0.17332474,0.47228723
1,0.065608579,1.4549153,0.18729527,1.3751135,0.084132995,4.5286842,12.638252,1.3751135,-142.18436,2432.1802,0.15764592,0.46084259
1,0.07060909,1.384865,0.2770758,1.384586,0.07862141,2.674797,13.0531,1.384586,-54.41532,912.9393,0.172963,0.468325
1,0.035490146,1.6414236,0.15819044,2.2031231,0.085438423,4.8999543,12.386217,2.2031231,-102.71741,1919.9849,0.085821859,0.4671399
1,0.050062933,1.5198622,0.18705032,1.6406764,0.083301173,4.3342118,12.667522,1.6406764,-117.5942,2064.4889,0.11753779,0.47241838
1,0.051775813,1.5163456,0.18484026,1.5820021,0.08330127,4.4475239,12.618188,1.5820021,-113.47496,1871.5942,0.12296881,0.47636782
1,0.063687954,1.4630677,0.19349418,1.442392,0.083183644,4.3010344,12.636592,1.442392,-120.93258,1966.9811,0.16489095,0.46202867
1,0.13043584,1.3494636,0.15005831,1.3622734,0.090200384,5.893782,12.567459,1.3622734,-227.90531,4209.3488,0.33377735,0.34320371
1,0.053598425,1.5477142,0.15188373,1.6629277,0.086715472,5.6078779,12.395317,1.6629277,-163.77707,2786.3365,0.13639623,0.4491512
1,0.058436311,1.5121501,0.16367339,1.5077813,0.086550226,5.2289421,12.309123,1.5077813,-145.98864,2336.662,0.14969367,0.45503895
1,0.056251061,1.4746535,0.21350121,1.3809172,0.08287417,3.8422237,12.591926,1.3809172,-88.30332,1470.7911,0.13756037,0.46982181
1,0.079840129,1.3540379,0.23420597,1.4084377,0.080204397,3.3800368,13.08578,1.4084377,-118.14505,2123.3037,0.16092633,0.45875002
1,0.099805157,1.2667775,0.30379868,1.219942,0.078228237,2.4824087,13.18866,1.219942,-74.423282,1288.0512,0.18645269,0.44145718
1,0.064282942,1.3860645,0.27895751,1.3742779,0.077859172,2.6576535,13.193184,1.3742779,-57.213844,1056.636,0.14270419,0.4760506
1,0.082849736,1.3023644,0.30895252,1.2740673,0.077675109,2.3647956,13.222797,1.2740673,-64.401846,1164.3978,0.17552217,0.47079865
1,0.082958545,1.3127048,0.28348752,1.2064422,0.078901494,2.7553078,13.122781,1.2064422,-83.338757,1478.0363,0.17174754,0.46730051
1,0.07860956,1.315341,0.3090004,1.284376,0.08027512,2.352669,12.78993,1.284376,-57.30888,960.9902,0.1708306,0.4847232
1,0.063787344,1.4125982,0.2517393,1.448478,0.081352547,3.0193003,12.720401,1.448478,-72.044031,1203.186,0.14548119,0.48068588
1,0.06659467,1.4009709,0.25240958,1.4469555,0.081620716,3.0096659,12.688369,1.4469555,-76.540153,1314.683,0.15273783,0.47069772
1,0.08440233,1.3333535,0.25580096,1.2619518,0.081259058,3.1187203,12.836447,1.2619518,-102.73584,1824.6584,0.20550865,0.46686417
1,0.098341779,1.254858,0.32813091,0.9567265,0.079414576,2.4534436,12.943134,0.9567265,-65.59926,1078.3914,0.2288326,0.4533833
1,0.085971602,1.3161183,0.26217091,1.022765,0.08159919,3.2062517,12.782822,1.022765,-100.46554,1734.1166,0.20382598,0.45746057
1,0.080659996,1.3465426,0.25192857,1.2334064,0.081379995,3.2059928,12.797383,1.2334064,-100.58366,1696.5256,0.19366856,0.47335501
1,0.062216489,1.4296127,0.23749023,1.5396626,0.082536693,3.1966257,12.630705,1.5396626,-85.766894,1496.6565,0.14618727,0.48672272
1,0.0674128,1.4207769,0.21378595,1.4735322,0.081942811,3.7615231,12.756067,1.4735322,-105.43263,1670.9322,0.13963807,0.46815702
1,0.11112227,1.3513552,0.19966446,1.3793741,0.082359734,4.1830417,12.892351,1.3793741,-146.7384,2539.608,0.29047641,0.37652236
1,0.13356096,1.438733,0.11681066,1.6907084,0.091064371,7.6102438,12.301615,1.6907084,-262.97374,4580.02,0.34951643,0.32452073
1,0.17788399,1.3777338,0.11045668,1.7353644,0.092107326,8.0815097,12.196677,1.7353644,-267.02001,4556.5974,0.41297863,0.28263192
1,0.07578008,1.3445174,0.29124049,1.2669103,0.080600709,2.5951502,12.766511,1.2669103,-63.356229,1040.9876,0.17365196,0.47990296
1,0.085988772,1.3208563,0.25403176,1.2671276,0.080369871,3.1429913,12.934679,1.2671276,-102.33249,1691.763,0.19174826,0.46965078
1,0.094233933,1.2639549,0.30332707,1.1429819,0.078785907,2.5603887,13.079614,1.1429819,-79.132138,1306.9486,0.1888933,0.47280529
1,0.066479635,1.4392285,0.1888945,1.5462912,0.083642073,4.3536741,12.650639,1.5462912,-143.03255,2347.6796,0.15590936,0.47610868
1,0.057384399,1.5053271,0.16229321,1.6134979,0.087414101,5.2071773,12.300519,1.6134979,-168.55356,2825.0852,0.12870669,0.4613766
1,0.071309289,1.3731476,0.24998508,1.3907653,0.079752894,3.103824,13.015429,1.3907653,-91.504467,1566.8633,0.14833811,0.47465038
1,0.070110174,1.4398359,0.18327519,1.5384425,0.083870596,4.5296983,12.672834,1.5384425,-151.90481,2560.081,0.14843418,0.45092348
1,0.059888863,1.5565059,0.13179295,1.8359147,0.089577732,6.5197048,12.265944,1.8359147,-207.69528,3554.1829,0.1797171,0.42363088
1,0.060357361,1.4575846,0.19290063,1.5960737,0.086074122,4.1974543,12.433131,1.5960737,-146.57346,2672.0736,0.14300925,0.48778311
1,0.054900296,1.454177,0.22657191,1.7366674,0.083298246,3.2245549,12.590398,1.7366674,-88.2001,1685.2524,0.10687587,0.48973865
1,0.059704713,1.4641201,0.19235258,1.5478739,0.086634775,4.2528152,12.271967,1.5478739,-134.38817,2292.1495,0.13110449,0.46948764
1,0.068784521,1.3965864,0.24945853,1.4481389,0.082307302,3.0599003,12.621801,1.4481389,-80.346823,1346.0313,0.15123292,0.46262758
1,0.076187298,1.3799319,0.23595534,1.3522912,0.082652205,3.3941037,12.599407,1.3522912,-92.400622,1496.1707,0.17981035,0.42496354
1,0.077474685,1.4091223,0.17926692,1.4993445,0.085359634,4.6859173,12.508957,1.4993445,-160.6311,2631.0105,0.17523233,0.43236723
1,0.093079725,1.3045836,0.26572419,1.1713517,0.081467417,3.0380364,12.717954,1.1713517,-87.84514,1375.413,0.20054654,0.41584968
1,0.088525553,1.2940482,0.30983533,1.1482366,0.080336059,2.4807994,12.813024,1.1482366,-62.909588,1024.9249,0.17150219,0.43581684
1,0.058797094,1.4563048,0.22449931,1.5614145,0.083379626,3.4450191,12.461068,1.5614145,-82.905369,1335.2441,0.13093251,0.48392007
1,0.052664377,1.5510893,0.14987324,1.8722232,0.087955725,5.5465276,12.258578,1.8722232,-169.90535,2853.7771,0.12269742,0.447698
1,0.049572615,1.6327258,0.11095222,1.8751302,0.09560757,7.9501747,11.704765,1.8751302,-213.76436,3701.4999,0.15935768,0.41588936
1,0.060198176,1.54343,0.13871973,1.6125215,0.088408443,6.2838302,12.227831,1.6125215,-180.73339,2945.4037,0.17792448,0.42045197
1,0.066057516,1.4100596,0.21010947,1.6035233,0.082571736,3.7395671,12.860484,1.6035233,-137.0419,2583.3567,0.14361553,0.47579169
1,0.08009322,1.3293539,0.24110058,1.2888578,0.081295906,3.3495058,12.911692,1.2888578,-123.89863,2197.3653,0.16288444,0.48055141
1,0.095855238,1.2380937,0.32887594,1.1211056,0.078223902,2.2986828,13.242165,1.1211056,-79.292503,1495.1922,0.18151814,0.47080497
1,0.06046435,1.403818,0.2778589,1.678326,0.08117034,2.265407,12.63987,1.678326,-38.19563,740.3434,0.1353773,0.4917597
1,0.10494407,1.3665845,0.13930517,1.2288157,0.090440799,6.5002694,12.481879,1.2288157,-291.58031,5333.248,0.27328829,0.38121721
1,0.10545707,1.3393184,0.18833264,1.3514726,0.085483225,4.5147488,12.674547,1.3514726,-178.35125,3256.9814,0.27076414,0.37823061
1,0.055676232,1.4503725,0.24698742,1.7278297,0.083026663,2.7979915,12.447322,1.7278297,-56.101722,1041.6988,0.10901426,0.49049712
1,0.056148962,1.4687937,0.21681307,1.6982252,0.085119876,3.4906182,12.359287,1.6982252,-95.316413,1728.0705,0.12424667,0.48596057
1,0.065090224,1.3988115,0.26205903,1.5241482,0.081558072,2.7642126,12.65583,1.5241482,-65.334783,1127.8608,0.1422308,0.49056124
1,0.059659836,1.561246,0.10994719,1.7574442,0.097080728,8.1101546,11.877431,1.7574442,-295.32458,5283.1254,0.17539234,0.41280515
1,0.065679109,1.416993,0.22269482,1.6466941,0.082654175,3.403839,12.692125,1.6466941,-108.1013,1913.0266,0.14989944,0.48357135
1,0.073120172,1.3589642,0.24198164,1.4017394,0.081400601,3.2377289,12.82944,1.4017394,-106.78985,1827.0156,0.15004641,0.4859726
1,0.075678381,1.3597813,0.22304801,1.4080648,0.083135284,3.6088688,12.733891,1.4080648,-136.59599,2477.1362,0.16874291,0.47867623
1,0.064599236,1.4065654,0.2520568,1.5209501,0.081606548,2.941984,12.681403,1.5209501,-73.031347,1204.8054,0.14656469,0.48779515
1,0.066653425,1.4389353,0.18867184,1.4830528,0.084851826,4.4091419,12.531764,1.4830528,-149.39564,2534.0042,0.15695074,0.47196316
1,0.073544329,1.3924792,0.20884715,1.2806852,0.084416917,4.026703,12.468276,1.2806852,-123.29811,1942.3614,0.15103728,0.45217206
1,0.11315663,1.3583426,0.18146509,1.342079,0.0839609,4.7288747,12.671582,1.342079,-161.85713,2652.7381,0.29559918,0.37046309
1,0.084903227,1.3309844,0.25471663,1.2937193,0.081720303,3.109284,12.785846,1.2937193,-101.126,1742.0014,0.20211627,0.46715456
1,0.060214067,1.5076572,0.15671206,1.6983074,0.086710831,5.3725297,12.335225,1.6983074,-154.34381,2458.4328,0.14491569,0.44793001
1,0.046979987,1.6100935,0.13361234,1.8907579,0.090069298,6.3746143,12.065973,1.8907579,-171.58515,2933.9516,0.13700754,0.43514325
1,0.045581126,1.5886702,0.14890577,1.8582857,0.089254888,5.6015531,12.11349,1.8582857,-160.02938,2762.1259,0.10976795,0.46519332
1,0.070929311,1.3836248,0.22164298,1.4286555,0.083221538,3.6220447,12.67278,1.4286555,-127.08146,2283.0723,0.15596372,0.48220476
1,0.074143403,1.3864748,0.22635358,1.3377019,0.082756991,3.5964559,12.672199,1.3377019,-113.40677,1927.0743,0.18183041,0.47392562
1,0.067130466,1.4223809,0.21119039,1.2182026,0.083503575,4.0173475,12.579904,1.2182026,-118.04833,1994.9925,0.16186886,0.46563183
1,0.0562337,1.4811516,0.1982798,1.3679059,0.085193857,4.2276933,12.428018,1.3679059,-115.40118,2070.4323,0.13280624,0.46259891
1,0.072454173,1.356243,0.27514787,1.2334685,0.083199119,2.8472361,12.464063,1.2334685,-74.438037,1240.3742,0.14432541,0.48602304
1,0.05707793,1.433903,0.2606195,1.473858,0.08458954,2.842084,12.17648,1.473858,-50.14589,784.3909,0.1211047,0.4908607
1,0.064867105,1.4282736,0.22091322,1.3667857,0.085908781,3.6878659,12.255952,1.3667857,-103.66167,1713.6385,0.158308,0.47950388
1,0.08200217,1.3159178,0.28856381,1.3166699,0.080385861,2.580917,12.831489,1.3166699,-73.563941,1258.321,0.19025229,0.48058144
1,0.067928432,1.384807,0.25604685,1.3831614,0.081001381,3.0075354,12.803356,1.3831614,-80.907799,1377.0371,0.14582941,0.4813373
1,0.095395996,1.4117742,0.19431001,1.4811598,0.083442939,4.2493357,12.586179,1.4811598,-109.99034,1736.0931,0.26445128,0.37892271
1,0.069677988,1.3938554,0.24796095,1.4707133,0.082465539,3.065256,12.60003,1.4707133,-83.202786,1455.3773,0.16338603,0.47498085
1,0.087309327,1.3225657,0.25885371,1.2302921,0.081129836,3.0958758,12.837065,1.2302921,-101.48983,1762.9757,0.21056686,0.46697302
1,0.09064427,1.270998,0.3324329,0.9864504,0.07962635,2.386601,12.87871,0.9864504,-58.91484,982.0597,0.20717,0.4618069
1,0.084100008,1.3147594,0.27460993,1.0310429,0.080958839,3.0200957,12.818913,1.0310429,-89.779883,1541.421,0.19723889,0.45826639
1,0.15345209,1.2859671,0.21179253,1.0971247,0.086042662,4.0884813,12.231378,1.0971247,-120.48172,1824.9464,0.36809032,0.3317375
1,0.046126408,1.5719806,0.16033669,1.816534,0.085561276,5.1328512,12.466877,1.816534,-142.27566,2460.5346,0.11545574,0.47683045
