Grade,Energy,Entropy,Correlation,Contrast,Homogeneity,Variance,Sum Mean,Inertia,Cluster Shade,Cluster Tendency,Max Probability,Inverse Variance
1,0.055115628,1.484778,0.20901018,1.7328485,0.080605411,3.6479897,12.967832,1.7328485,-94.843771,1728.5653,0.12816034,0.46431901
1,0.075256955,1.4096543,0.18175629,1.3591065,0.084489018,4.7074061,12.63963,1.3591065,-164.96909,2730.3201,0.16770171,0.46322317
1,0.090953885,1.2603029,0.33972834,1.1298861,0.077426286,2.1813572,13.263073,1.1298861,-60.243583,1114.4777,0.18466349,0.46802795
1,0.095640444,1.3017735,0.2476279,1.1121262,0.081582634,3.372345,12.788675,1.1121262,-108.9809,1723.0882,0.21958176,0.45532508
1,0.092346881,1.3282758,0.22569224,0.960576,0.082131815,3.8828427,12.772437,0.960576,-120.0731,1920.3348,0.21930718,0.41249913
1,0.080814008,1.3472367,0.24470219,0.99886976,0.080816104,3.5039339,12.852901,0.99886976,-96.043659,1494.5349,0.16979063,0.43814779
1,0.081535365,1.3143162,0.29477971,1.0511452,0.080158405,2.742348,12.918253,1.0511452,-75.62207,1327.9241,0.18033725,0.46746198
1,0.081330877,1.3078195,0.31246193,1.0767597,0.077925086,2.515314,13.171665,1.0767597,-61.615293,1020.402,0.16213255,0.4637502
1,0.050183891,1.541872,0.16477579,1.7831785,0.084944153,4.9834667,12.589738,1.7831785,-150.15487,2633.0611,0.11571726,0.46534289
1,0.041062818,1.58064,0.18205803,2.2180105,0.08328984,3.9495456,12.566148,2.2180105,-88.75074,1605.4912,0.09525492,0.48132664
1,0.055999453,1.4780641,0.21440624,1.6691939,0.080267301,3.5757469,12.94103,1.6691939,-85.527726,1385.7839,0.11808968,0.47891671
1,0.037434245,1.6742335,0.13209482,2.5312069,0.086626431,5.9638008,12.357506,2.5312069,-141.86417,2404.6136,0.11209078,0.443325
1,0.061248976,1.5087614,0.16855881,1.8177477,0.082722856,4.8122964,12.760989,1.8177477,-139.48283,2244.8606,0.17238008,0.43455267
1,0.053175236,1.5150366,0.17242526,1.6002247,0.085168489,4.8407391,12.504311,1.6002247,-146.40835,2526.3499,0.13040626,0.47790733
1,0.055820703,1.4780115,0.20498282,1.5866249,0.080881487,3.8813537,12.92031,1.5866249,-105.01801,1794.8803,0.11892163,0.47459737
1,0.047316016,1.5799551,0.1460937,1.7832937,0.087427527,5.7912917,12.354225,1.7832937,-168.88129,2924.5064,0.11504519,0.45380264
1,0.056741499,1.5149766,0.17133124,1.637216,0.084441449,4.8513374,12.580237,1.637216,-136.06257,2261.5447,0.12769952,0.46343506
1,0.04722077,1.5388026,0.18825753,1.841938,0.081636539,4.1255411,12.786177,1.841938,-98.093688,1658.2541,0.11117997,0.47832417
1,0.05556561,1.490753,0.20414911,1.5427946,0.081933061,3.9390542,12.728023,1.5427946,-94.248587,1556.5145,0.12570346,0.45659741
1,0.03527992,1.6774826,0.11578908,2.1157572,0.092330812,7.4017881,12.046017,2.1157572,-217.18972,3904.0142,0.084710673,0.46908006
1,0.061668246,1.4440162,0.23252143,1.5618992,0.08018904,3.2747969,12.943121,1.5618992,-80.143111,1410.4218,0.14999374,0.44646987
1,0.056984848,1.4844519,0.18920692,1.5396398,0.081968967,4.3495589,12.813381,1.5396398,-124.02533,2052.6291,0.12854027,0.46055133
1,0.052644672,1.5246559,0.17314439,1.7282271,0.084506242,4.7176631,12.587513,1.7282271,-139.63904,2448.1885,0.13825576,0.47533679
1,0.047944743,1.5673523,0.15229065,1.7029695,0.087293877,5.5609983,12.286749,1.7029695,-152.98718,2549.5609,0.11070891,0.46013502
1,0.055798753,1.53372,0.16553473,1.8305846,0.084080726,4.9163637,12.65071,1.8305846,-142.28788,2399.8615,0.16264695,0.43892465
1,0.048836813,1.5587261,0.15110304,1.5531323,0.086930009,5.719414,12.304268,1.5531323,-151.99488,2472.074,0.11800873,0.46601267
1,0.07446621,1.335352,0.308142,1.287106,0.07795327,2.359395,13.1138,1.287106,-52.13369,849.8093,0.16033,0.4817366
1,0.064075579,1.404293,0.25335018,1.571272,0.07904237,2.8645988,13.068248,1.571272,-73.39411,1281.7111,0.14328078,0.48123899
1,0.064944355,1.4591346,0.18885893,1.6169779,0.080176288,4.2987204,13.130049,1.6169779,-133.70292,2314.9111,0.16914696,0.43979539
1,0.15308229,1.3165045,0.17126597,1.349896,0.083413264,5.0597095,12.781301,1.349896,-176.12821,2846.3329,0.37084521,0.32984757
1,0.086238256,1.4172695,0.16993942,1.5402622,0.084018649,4.9733301,12.792304,1.5402622,-186.01236,3232.8415,0.23298685,0.40820687
1,0.12960222,1.1785611,0.32545922,1.128914,0.076923129,2.327381,13.370606,1.128914,-76.01937,1266.2467,0.27998515,0.40949477
1,0.059563808,1.4507513,0.2298774,1.6432336,0.080417469,3.2504876,12.936622,1.6432336,-81.880688,1475.8658,0.13885504,0.47514024
1,0.065639015,1.4226429,0.22661722,1.5590399,0.079760464,3.4012597,13.046881,1.5590399,-96.46736,1644.5893,0.14111023,0.46760652
1,0.08012707,1.344862,0.283998,1.316115,0.07897883,2.645148,13.02633,1.316115,-62.61646,999.4679,0.1609788,0.4574578
1,0.082827204,1.3169943,0.2992021,1.052522,0.078335579,2.6877689,13.128172,1.052522,-65.85353,1085.1496,0.16836508,0.44972959
1,0.057185282,1.4644225,0.20847865,1.3768748,0.081684997,3.9632281,12.777906,1.3768748,-102.14338,1684.8372,0.13019413,0.47179973
1,0.054666762,1.5318432,0.15335969,1.627005,0.08786381,5.5677309,12.369895,1.627005,-183.48232,3294.9552,0.14663261,0.46398291
1,0.068691329,1.3921141,0.23692312,1.4069486,0.079035438,3.3285644,13.183142,1.4069486,-101.32051,1774.4626,0.15030805,0.46631235
1,0.20146832,1.173758,0.24781941,1.1935085,0.078920272,3.307103,13.22728,1.1935085,-119.13025,2008.7463,0.42926079,0.30031192
1,0.1435383,1.197932,0.3483335,1.0949,0.07618912,2.134678,13.39099,1.0949,-52.09481,790.3332,0.3354786,0.3646494
1,0.068011268,1.4320712,0.20987961,1.6090647,0.081191781,3.7401106,12.972655,1.6090647,-120.14947,2199.0126,0.16361661,0.44260307
1,0.059708845,1.4481087,0.22372156,1.5800014,0.080790649,3.444947,12.914858,1.5800014,-92.849049,1640.7189,0.13093176,0.47421514
1,0.069279197,1.3682433,0.26359631,1.406147,0.078189955,2.8616319,13.172058,1.406147,-74.975633,1215.4108,0.13848696,0.48350632
1,0.063591607,1.4279142,0.21411596,1.5388851,0.079897399,3.6990588,13.063902,1.5388851,-109.86232,1875.2149,0.13859033,0.46771213
1,0.12813307,1.2395345,0.25799705,1.1988737,0.078894339,3.1351238,13.211837,1.1988737,-113.21212,1947.8522,0.30557425,0.37804829
1,0.056474443,1.5701924,0.12776572,1.6878717,0.089967474,6.8649559,12.224882,1.6878717,-218.24243,3781.0577,0.17360177,0.42408615
1,0.08917274,1.274922,0.3234346,1.112605,0.07775999,2.364498,13.19403,1.112605,-61.70424,990.329,0.1725478,0.470876
1,0.064951336,1.4547441,0.18891305,1.6024806,0.082679937,4.3094684,12.80752,1.6024806,-138.19827,2366.9176,0.15318464,0.45385898
1,0.059306228,1.4896648,0.17716237,1.696352,0.083253414,4.6053524,12.780504,1.696352,-148.66522,2630.5635,0.14944571,0.45240404
1,0.071401735,1.4003951,0.19095655,0.82205813,0.087741924,4.7871892,12.087668,0.82205813,-127.02753,2065.5307,0.17483716,0.43653874
1,0.080814754,1.3424692,0.22425344,0.81803193,0.084667817,4.0035521,12.473208,0.81803193,-121.44926,2063.2555,0.18440912,0.43617197
1,0.079627615,1.3642201,0.19068415,0.76212091,0.086346697,4.8304153,12.273439,0.76212091,-139.5671,2200.7647,0.19241411,0.42904819
1,0.066456413,1.4682848,0.14196112,1.0066693,0.090964512,6.4984547,12.038513,1.0066693,-200.5881,3394.6027,0.16905966,0.4265097
1,0.068296599,1.4309832,0.18255179,1.0396766,0.08537051,4.8960593,12.50989,1.0396766,-151.85687,2644.0441,0.16483502,0.43982764
1,0.09640278,1.259505,0.3200921,0.6975824,0.08215425,2.724156,12.53185,0.6975824,-59.84377,981.7335,0.2211665,0.4291572
1,0.095469254,1.2728424,0.27974413,0.69932239,0.081984256,3.1820011,12.62599,0.69932239,-80.274596,1254.002,0.21973287,0.42150865
1,0.1038352,1.220259,0.3503437,0.677555,0.07953348,2.461608,12.89918,0.677555,-58.3128,961.2508,0.2356469,0.4231065
1,0.09048152,1.268535,0.3249913,0.731573,0.07981007,2.652776,12.89336,0.731573,-56.86169,947.4455,0.1977751,0.4222208
1,0.083167988,1.3115453,0.27295997,0.84484099,0.081032351,3.1760789,12.796054,0.84484099,-84.559088,1406.638,0.18284186,0.44278521
1,0.10530379,1.3003974,0.21356566,1.223845,0.083887694,3.958341,12.684375,1.223845,-147.2303,2484.8474,0.23612449,0.40882377
1,0.12072105,1.2222766,0.25303399,0.99026551,0.081215327,3.3717655,12.886397,0.99026551,-119.9137,1930.575,0.22468019,0.3998323
1,0.15390978,1.1023479,0.32704877,0.79451034,0.080660906,2.5882469,12.846169,0.79451034,-94.056228,1481.6206,0.3157325,0.39190083
1,0.11932978,1.3696227,0.10507792,1.2634782,0.097689215,8.8364819,12.014924,1.2634782,-362.1995,6371.0138,0.28777371,0.33085836
1,0.092902418,1.3594856,0.18621467,1.1927049,0.084947135,4.6868066,12.588114,1.1927049,-168.56214,2810.4349,0.21507952,0.41832169
1,0.076901991,1.4425883,0.1823304,1.6249669,0.082994727,4.4926692,12.84483,1.6249669,-152.22366,2699.5422,0.20564751,0.4085317
1,0.13531482,1.1946897,0.23673892,1.0183308,0.082328221,3.6313072,12.769224,1.0183308,-139.13607,2243.0468,0.27801085,0.3974739
1,0.097894867,1.3255306,0.21726331,1.184051,0.083721527,3.9048961,12.619447,1.184051,-130.90692,2136.2182,0.22910239,0.41706212
1,0.1345211,1.153512,0.3930272,0.9093174,0.07806702,1.951515,13.08937,0.9093174,-51.47418,808.2451,0.2738612,0.3952718
1,0.073682147,1.3765769,0.25912467,1.3500842,0.078799256,2.987262,13.101222,1.3500842,-76.666573,1278.3088,0.15134283,0.45589538
1,0.05786468,1.4486911,0.23511508,1.5790563,0.080803302,3.2057816,12.871275,1.5790563,-77.673348,1492.5266,0.14168518,0.47742643
1,0.073841304,1.3544927,0.28698317,1.1227373,0.079348583,2.7809918,12.965731,1.1227373,-60.906249,1034.9919,0.17160062,0.46415871
1,0.072476727,1.3699177,0.25610852,1.0619119,0.081296912,3.2706157,12.801937,1.0619119,-83.761985,1540.2739,0.17162154,0.45567171
1,0.077969789,1.3325778,0.28967103,0.9139933,0.081227178,2.9099698,12.718263,0.9139933,-64.241934,1198.1197,0.18147909,0.44811392
1,0.0935107,1.239209,0.4018937,0.7702597,0.07817947,2.011956,13.02285,0.7702597,-27.45129,534.7526,0.2170145,0.4346917
1,0.1418708,1.113941,0.4317315,0.6486748,0.07672002,1.926186,13.3145,0.6486748,-52.151,884.5738,0.2899973,0.3589064
1,0.073203808,1.3770962,0.23813889,1.3907555,0.080532467,3.31896,12.957472,1.3907555,-102.24194,1768.3445,0.16183052,0.46591787
1,0.07660288,1.326197,0.3119344,1.283196,0.07914948,2.318023,12.98646,1.283196,-52.62923,992.1672,0.1705178,0.4687047
1,0.097758541,1.2788385,0.26887862,1.1469053,0.080405682,3.0111072,12.916672,1.1469053,-99.334844,1648.1563,0.22414789,0.44459727
1,0.14428762,1.1559648,0.24444988,0.90561476,0.082282683,3.5725395,12.780788,0.90561476,-139.18594,2202.8601,0.28482495,0.40037588
1,0.13127482,1.1865062,0.29489935,1.058737,0.080973612,2.7342796,12.872142,1.058737,-100.98406,1727.5487,0.29052022,0.41945415
1,0.08092653,1.3451749,0.24228451,1.0822939,0.079148646,3.4866421,13.17454,1.0822939,-109.05698,1918.7146,0.18452126,0.4306764
1,0.077254955,1.3558329,0.2490432,1.0506298,0.081160431,3.3940694,12.873233,1.0506298,-97.109167,1719.19,0.17503481,0.44732565
1,0.093793447,1.2669291,0.31015446,0.86558519,0.07882928,2.709387,13.054943,0.86558519,-70.801216,1129.18,0.19520121,0.44328206
1,0.099194887,1.2570479,0.31444799,0.91448756,0.078800602,2.6268639,13.053436,0.91448756,-71.449551,1204.8456,0.22522394,0.43533458
1,0.083558555,1.3158659,0.28859289,1.3312544,0.079012166,2.5670665,13.091237,1.3312544,-75.406772,1401.1407,0.16667324,0.44024633
1,0.16692004,1.2886327,0.16493961,1.4346992,0.083466845,5.2319052,12.937219,1.4346992,-212.76751,3706.2247,0.38797004,0.30928049
1,0.088465632,1.4098019,0.18577183,1.4839777,0.081641156,4.4946823,12.957721,1.4839777,-150.65077,2524.2478,0.24025636,0.40178619
1,0.068671995,1.5084265,0.13555981,1.6179604,0.087352919,6.452072,12.482305,1.6179604,-218.8452,3682.8053,0.18779505,0.41948812
1,0.18778593,1.2873391,0.1366273,1.3161168,0.08617818,6.5880333,12.663945,1.3161168,-249.60901,4084.7439,0.41958667,0.29463485
1,0.080242747,1.4733518,0.16577435,1.5153948,0.084297319,5.1437721,12.593368,1.5153948,-141.29244,2289.0446,0.23834668,0.39084181
1,0.044249108,1.6279189,0.13686472,2.0402316,0.089311105,6.0803123,12.087429,2.0402316,-150.40048,2553.5419,0.11746187,0.43831519
1,0.057292022,1.5213629,0.17207264,1.7507439,0.084383448,4.7375322,12.552686,1.7507439,-132.72831,2234.9482,0.14464141,0.45533775
1,0.062593646,1.475863,0.18846816,1.4783917,0.083678326,4.41841,12.572669,1.4783917,-116.4455,1864.4379,0.14399726,0.45366735
1,0.054219758,1.5485828,0.13312747,1.8644664,0.088718523,6.4216265,12.457265,1.8644664,-230.92817,4138.6342,0.12646291,0.45296083
1,0.07147849,1.4366436,0.18568105,1.4962833,0.08390853,4.4874948,12.649842,1.4962833,-141.78558,2363.356,0.16695445,0.44027046
1,0.10886882,1.3784528,0.17096807,1.3669413,0.085288062,5.0585013,12.491515,1.3669413,-155.35445,2429.5832,0.28586112,0.36571347
1,0.058588102,1.4929092,0.1718574,1.7143417,0.084854946,4.7744536,12.653483,1.7143417,-156.4053,2743.7981,0.13009283,0.46814127
1,0.070108433,1.4252562,0.19166751,1.3175599,0.082512045,4.4441284,12.833291,1.3175599,-144.07397,2444.2698,0.16071235,0.45015224
1,0.091223266,1.3114575,0.26408496,0.92834269,0.079539812,3.2447721,13.077421,0.92834269,-95.468176,1643.1395,0.21422608,0.41297542
1,0.081304929,1.3345431,0.26095544,0.89779936,0.080369896,3.3126257,12.884221,0.89779936,-84.787452,1361.4203,0.18148754,0.43809674
1,0.081081931,1.3374012,0.27184182,0.91364564,0.081323839,3.1440343,12.672481,0.91364564,-68.625566,1033.1106,0.19229679,0.44394177
1,0.1208223,1.141046,0.486793,0.6477698,0.07616669,1.651411,13.30737,0.6477698,-26.2463,373.6101,0.2199431,0.4138272
1,0.064272737,1.4384731,0.21386051,1.5562217,0.081812158,3.690053,12.828335,1.5562217,-112.62966,2016.6615,0.15245571,0.46597067
1,0.085919052,1.3186287,0.27192204,0.90037289,0.08177282,3.1519948,12.720197,0.90037289,-84.662387,1433.4572,0.19862548,0.43860371
1,0.059626155,1.4523713,0.23580401,1.5636253,0.080350978,3.2058382,12.872228,1.5636253,-68.486191,1143.7329,0.13777153,0.46997787
1,0.072783098,1.3825779,0.26621819,1.4128415,0.079450408,2.8130784,12.963374,1.4128415,-67.032623,1136.4802,0.16810355,0.46106858
1,0.069704556,1.3932577,0.26734425,1.4326264,0.078910018,2.7752345,13.059295,1.4326264,-60.143818,1046.9575,0.16934987,0.46550902
1,0.077032343,1.4500466,0.17854556,1.4752842,0.083190237,4.7272966,12.731841,1.4752842,-139.313,2281.1513,0.20729413,0.40705405
1,0.082324259,1.3499143,0.27402832,1.2589485,0.079601094,2.8409321,12.955629,1.2589485,-70.256204,1219.8324,0.20697229,0.44693687
1,0.12900041,1.1541049,0.37380815,0.93327361,0.082661382,2.0731032,12.484848,0.93327361,-65.925971,1156.1214,0.26696555,0.41721368
1,0.13725486,1.16631,0.34579,0.96556428,0.082277716,2.2797416,12.601519,0.96556428,-76.86274,1395.9186,0.30680345,0.40492316
1,0.14158608,1.1381686,0.3819513,0.915325,0.080561789,2.0269267,12.772851,0.915325,-63.216403,1101.0232,0.31362496,0.40682619
1,0.10884749,1.2279148,0.33377575,1.0773201,0.079897612,2.2920287,12.877757,1.0773201,-64.017561,1084.6775,0.24339626,0.41888195
1,0.10427765,1.268573,0.26578665,1.2491752,0.081844136,2.9715567,12.781983,1.2491752,-106.79508,1925.4958,0.24714793,0.43429112
1,0.079475021,1.3720992,0.23637653,1.4553399,0.082248499,3.2971134,12.727959,1.4553399,-103.26036,1824.6913,0.19250969,0.4423669
1,0.10284608,1.2593457,0.33067448,1.180178,0.079476388,2.2206998,12.914175,1.180178,-57.523696,1024.1974,0.24668982,0.43508791
1,0.081884811,1.3133265,0.29658731,1.0953521,0.080661158,2.6836992,12.789261,1.0953521,-71.069618,1212.0829,0.18527757,0.46688897
1,0.056976589,1.4789423,0.19212499,1.44943,0.086680308,4.3344674,12.297666,1.44943,-128.90458,2349.386,0.12871017,0.47793567
1,0.054937477,1.4986873,0.16838649,1.4278663,0.089037768,5.1084573,12.118351,1.4278663,-162.27259,2800.9084,0.1262251,0.47823799
1,0.060650183,1.4440304,0.21405154,1.3824655,0.084385826,3.8280715,12.496127,1.3824655,-108.59371,2006.6266,0.11925669,0.44407553
1,0.06712782,1.4261511,0.2273655,1.4218363,0.083935629,3.5064155,12.486998,1.4218363,-94.264605,1667.5763,0.16348289,0.46719858
1,0.08223711,1.337247,0.26942241,1.1549081,0.082796701,2.9960746,12.539102,1.1549081,-83.228516,1440.4233,0.19178666,0.46337765
1,0.11363864,1.2177854,0.33563587,0.89560255,0.080508461,2.4304827,12.782512,0.89560255,-69.738322,1129.853,0.2647533,0.43479096
1,0.080579363,1.3580203,0.2448905,1.1867542,0.084050246,3.3628918,12.47187,1.1867542,-103.33359,1814.237,0.19560452,0.46534576
1,0.07008469,1.375754,0.2784588,1.211931,0.08142756,2.819,12.63814,1.211931,-59.83359,997.8356,0.1648479,0.4752417
1,0.075987862,1.3630432,0.26284704,1.1703436,0.081619993,3.0818764,12.71535,1.1703436,-83.263882,1447.8108,0.18699004,0.46474473
1,0.093199792,1.2968795,0.27073459,0.99614879,0.089284454,3.0998412,11.770097,0.99614879,-91.854512,1564.0184,0.21765853,0.42977627
1,0.085524976,1.3450883,0.23935194,1.1054264,0.08986967,3.5225821,11.710101,1.1054264,-98.068878,1569.8316,0.2038868,0.4376094
1,0.093769682,1.3029126,0.28592869,1.0621941,0.08845601,2.8444683,11.853142,1.0621941,-76.986589,1388.8849,0.22772527,0.433353
1,0.11063965,1.2870885,0.22661093,1.0354722,0.093811375,3.8139899,11.401834,1.0354722,-125.18411,2001.0642,0.26646137,0.40020531
1,0.1001173,1.2790635,0.30049489,0.99422507,0.090779048,2.7192083,11.484959,0.99422507,-68.580766,1097.6351,0.23182892,0.43750245
1,0.10350571,1.2586054,0.30178231,0.96317483,0.089661961,2.7287735,11.660265,0.96317483,-73.948125,1252.4423,0.2353754,0.41272281
1,0.087424134,1.3568002,0.23137234,1.2017364,0.093795912,3.600993,11.350225,1.2017364,-100.92961,1708.1892,0.19524148,0.43598409
1,0.11228552,1.2690622,0.25905623,0.97197086,0.089900966,3.2900941,11.757634,0.97197086,-104.73711,1838.4224,0.27429917,0.39376758
1,0.091023117,1.3582699,0.22657625,1.0685481,0.091944911,3.7919056,11.563743,1.0685481,-106.61742,1843.3843,0.23508017,0.40726075
1,0.083221074,1.3418512,0.23250301,1.0017115,0.089946108,3.7221683,11.755331,1.0017115,-86.524239,1655.3006,0.16817043,0.37176883
1,0.088654404,1.3173687,0.27681994,0.9727304,0.08909228,3.0331172,11.809263,0.9727304,-76.920413,1475.1965,0.20629965,0.41942294
1,0.079331531,1.4024747,0.2294891,1.2267397,0.089737358,3.6184717,11.781364,1.2267397,-81.905836,1664.1212,0.20628927,0.41529095
1,0.061262624,1.4718982,0.20444012,1.4062649,0.090697777,4.0398789,11.737786,1.4062649,-93.639617,1891.3488,0.14865118,0.43343321
1,0.10116261,1.2722328,0.25253583,1.0436871,0.083409426,3.341326,12.573291,1.0436871,-111.70788,1794.4406,0.2332591,0.42378379
1,0.09577356,1.292375,0.2973633,1.051056,0.08574394,2.711101,12.0536,1.051056,-64.36436,985.8466,0.1948681,0.4280306
1,0.1194396,1.171078,0.4234307,0.809774,0.08256702,1.842701,12.3934,0.809774,-39.1303,701.4378,0.2488445,0.3996712
1,0.1353707,1.154644,0.4234343,0.8762828,0.08382334,1.780368,12.18504,0.8762828,-36.12153,658.7009,0.3092833,0.3932265
1,0.1314585,1.163842,0.3933369,0.8621848,0.08395657,1.992547,12.25368,0.8621848,-49.73502,928.3462,0.2986066,0.3952531
1,0.14309009,1.1649235,0.36329392,0.83479604,0.085249842,2.2394918,12.118288,0.83479604,-59.204249,1072.7168,0.32517729,0.36306704
1,0.16094793,1.1114524,0.34865814,0.72978141,0.087637353,2.4391777,11.874926,0.72978141,-79.363558,1255.0715,0.34396637,0.34970068
1,0.08881946,1.265949,0.3843814,1.00451,0.0817151,1.921559,12.47892,1.00451,-28.15996,496.1505,0.1924874,0.4372428
1,0.14704186,1.1224707,0.38159132,0.79554001,0.089019733,2.1316707,11.734193,0.79554001,-68.1402,1196.5471,0.31846437,0.37202782
1,0.1325621,1.167327,0.357335,0.8353828,0.09044604,2.287145,11.46038,0.8353828,-61.96788,974.6932,0.2703516,0.3789758
1,0.1041953,1.233199,0.4294269,0.9804397,0.08583182,1.626817,11.8421,0.9804397,-14.76053,293.6059,0.2452185,0.4163494
1,0.0758515,1.348589,0.3158253,1.220874,0.08337935,2.340295,12.27888,1.220874,-35.0481,659.128,0.1753253,0.4465401
1,0.107822,1.184986,0.4237718,0.893634,0.0793364,1.760406,12.90147,0.893634,-39.83931,767.8146,0.2333294,0.4259039
1,0.1466984,1.082748,0.4607832,0.8082232,0.08361317,1.633549,12.19903,0.8082232,-41.58296,612.5509,0.2764655,0.4195494
1,0.1030534,1.225716,0.365371,1.059411,0.08428555,2.019154,12.16439,1.059411,-47.95773,775.8352,0.2119057,0.4508342
1,0.1021666,1.237557,0.3666358,1.136454,0.08676653,1.920134,11.84554,1.136454,-41.24589,714.5635,0.2320614,0.4526768
1,0.1171693,1.2245031,0.29352227,0.93452619,0.087215124,2.8479187,11.970564,0.93452619,-88.949263,1414.2528,0.23651392,0.40392507
1,0.1298955,1.173841,0.3654628,0.890972,0.0870926,2.175651,11.85371,0.890972,-59.43518,939.759,0.29285,0.418337
1,0.090336815,1.3175022,0.28848039,1.117701,0.090244704,2.7661309,11.555739,1.117701,-66.129371,1068.3195,0.21443455,0.44265045
1,0.10231832,1.326418,0.23733132,1.1021203,0.094992505,3.5613308,11.094968,1.1021203,-90.299467,1283.9891,0.2482313,0.4051968
1,0.1501146,1.078148,0.482327,0.7630428,0.08473854,1.568756,12.05335,0.7630428,-40.4929,627.0831,0.3085015,0.4116916
1,0.1615468,1.050176,0.5068827,0.6892835,0.08891055,1.528008,11.51423,0.6892835,-38.96661,591.2798,0.3230706,0.3886459
1,0.07699731,1.370127,0.2708333,1.171728,0.0915442,2.961593,11.34857,1.171728,-59.46635,898.8892,0.1810916,0.4474818
1,0.096665608,1.2793248,0.29019912,0.80046561,0.094741551,2.9836375,11.119967,0.80046561,-75.483511,1236.4234,0.19154146,0.41421754
1,0.09956938,1.228984,0.3577936,0.678289,0.09034731,2.399966,11.44963,0.678289,-40.57587,765.0534,0.1809656,0.3627682
1,0.07670099,1.363505,0.2802425,1.141122,0.0870246,2.855317,11.90414,1.141122,-58.50576,966.0101,0.1767883,0.4554108
1,0.13251835,1.1599196,0.36932659,0.87320168,0.088078675,2.1603054,11.800049,0.87320168,-66.259989,1194.1875,0.29636629,0.41131616
1,0.081109922,1.3437237,0.2675613,0.976257,0.089843151,3.159775,11.714334,0.976257,-78.698178,1502.3724,0.19545504,0.44208852
1,0.073542074,1.3626578,0.26990066,0.96537475,0.087995574,3.1344155,11.859562,0.96537475,-69.255248,1261.6697,0.16543343,0.44184091
