Grade,Short Run Emphasis (SRE),Long Run Emphasis (LRE),Gray-Level Nonuniformity (GLN),Run Length Nonuniformity (RLN),Run Percentage (RP),Low Gray-Level Run Emphasis (LGRE),High Gray-Level Run Emphasis (HGRE),Short Run Low Gray-Level Emphasis (SRLGE),Short Run High Gray-Level Emphasis (SRHGE),Long Run Low Gray-Level Emphasis (LRLGE),Long Run High Gray-Level Emphasis (LRHGE)
1,3.64E-05,32249.4142,59394.1196,613.910136,0.960201263,0.978012314,1.38654598,3.56E-05,4.50E-05,31516.123,51422.9509
1,4.04E-05,29642.234,59031.445,738.461726,0.963626862,0.974389853,1.14413654,3.94E-05,4.53E-05,28863.2946,34885.8645
1,3.66E-05,30624.7531,59130.6304,800.026285,0.965782166,0.974265263,1.10933354,3.57E-05,4.06E-05,29844.1355,33942.9009
1,3.74E-05,30618.5464,58458.6724,748.980978,0.961975098,0.971404939,1.1225266,3.63E-05,4.18E-05,29729.6695,34436.1869
1,3.15E-05,36971.64481,53676.06555,665.2879699,0.905353546,0.961107216,2.922830892,3.04E-05,6.80E-05,35321.43974,140197.9583
1,3.32E-05,35050.0163,57473.3023,669.635019,0.950508118,0.96925869,1.32309972,3.22E-05,4.08E-05,33899.9147,50453.2938
1,3.12E-05,35069.484,58575.5514,907.528739,0.962581635,0.971913215,1.12056135,3.03E-05,3.50E-05,34083.1236,39298.0234
1,3.12E-05,35385.7055,58979.7551,855.267035,0.96478653,0.973665442,1.11320891,3.04E-05,3.47E-05,34458.9246,39365.528
1,3.62E-05,33702.581,59113.0074,607.911025,0.959964752,0.976230619,1.37525084,3.54E-05,4.47E-05,32846.1051,52374.9923
1,3.06E-05,35479.9087,60296.4912,825.016847,0.97228241,0.97915755,1.0874337,3.00E-05,3.33E-05,34736.638,38599.4083
1,3.22E-05,35440.5228,60168.5993,695.67268,0.971500397,0.978646419,1.09034692,3.15E-05,3.51E-05,34673.4174,38698.0788
1,3.64E-05,34869.7933,59554.6806,505.387809,0.96099472,0.978585946,1.31105657,3.57E-05,4.32E-05,34009.3414,50600.3544
1,4.01E-05,33732.00688,57080.12606,502.2872343,0.927139282,0.975752279,2.739182609,3.93E-05,7.35E-05,32766.48061,127446.1196
1,3.89E-05,30561.8618,59744.7702,700.280658,0.968585968,0.977056889,1.10629935,3.80E-05,4.28E-05,29858.3386,34031.5842
1,3.52E-05,33984.3813,60084.5037,641.316086,0.971000671,0.978301995,1.09204157,3.45E-05,3.83E-05,33215.893,37261.9662
1,4.24E-05,31910.3345,58672.3156,497.413026,0.950855255,0.976943401,1.703881,4.15E-05,5.74E-05,31096.6521,68548.3531
1,3.89E-05,30929.4099,59496.0461,671.300846,0.967773438,0.975825539,1.10279464,3.80E-05,4.27E-05,30174.2293,34142.84
1,3.62E-05,32649.2752,60612.1032,630.981562,0.974040985,0.980453965,1.0815332,3.55E-05,3.91E-05,32000.3441,35354.761
1,3.62E-05,32572.8354,57969.7073,601.76703,0.943199158,0.975329598,1.86825587,3.54E-05,5.37E-05,31695.4566,78117.6544
1,4.44E-05,32559.4719,60621.3799,494.854967,0.97297287,0.980844787,1.09871583,4.35E-05,4.84E-05,31891.7529,36376.9266
1,3.33E-05,34651.74524,56093.24227,577.1296392,0.911575317,0.975760708,4.441970838,3.26E-05,9.75E-05,33749.00917,221335.6218
1,3.81E-05,32950.9628,58926.8058,559.477054,0.956287384,0.97653892,1.46515977,3.73E-05,4.84E-05,32124.5676,56492.5548
1,3.73E-05,32613.5089,60156.107,602.339299,0.971416473,0.978603865,1.09075517,3.65E-05,4.08E-05,31912.0951,35594.3535
1,3.81E-05,32716.1402,59324.7945,547.499212,0.966400146,0.975204479,1.10945465,3.73E-05,4.19E-05,31819.1569,36759.3508
1,3.49E-05,35096.34451,56204.27888,530.6945362,0.914417267,0.975166355,3.894015348,3.41E-05,8.91E-05,34103.18356,192035.4284
1,4.21E-05,31456.9201,59088.6683,549.466378,0.955127716,0.978031028,1.6026859,4.12E-05,5.53E-05,30722.5658,62483.169
1,3.18E-05,35112.4769,60021.2463,787.173589,0.970718384,0.978019388,1.09279041,3.11E-05,3.47E-05,34333.1629,38404.1339
1,3.14E-05,36261.6484,60146.1858,682.178585,0.971485138,0.978517244,1.08999995,3.07E-05,3.42E-05,35474.8034,39556.0458
1,3.61E-05,35542.5481,57842.8192,520.455853,0.945358276,0.973588073,1.57921949,3.52E-05,4.84E-05,34488.4595,65615.9418
1,3.89E-05,36175.72721,44979.29219,454.2671615,0.758247376,0.960295585,17.9988466,3.78E-05,0.000351043,34319.89088,965647.6734
1,3.47E-05,36209.95441,53641.22514,567.8805442,0.887523651,0.968606086,5.224502908,3.38E-05,0.000113238,34883.74473,265887.8201
1,3.13E-05,36721.6715,53708.21178,647.611956,0.89030838,0.968117074,5.604981319,3.04E-05,0.000116785,35467.86125,286779.5537
1,3.42E-05,33585.4889,59715.3133,653.550328,0.969070435,0.976727857,1.09815704,3.34E-05,3.75E-05,32804.0819,36887.5302
1,3.40E-05,34020.0211,59607.8382,662.449239,0.968357086,0.976303573,1.10094015,3.32E-05,3.75E-05,33210.0307,37466.7946
1,3.31E-05,33426.4252,58615.1951,749.458399,0.96251297,0.972188757,1.1227051,3.22E-05,3.70E-05,32475.8882,37687.0133
1,3.43E-05,32939.5789,58440.5475,724.308736,0.961711884,0.971381108,1.12391234,3.33E-05,3.85E-05,32002.4115,36991.0826
1,3.43E-05,33745.4085,59297.116,611.126392,0.966575623,0.975013631,1.10732979,3.35E-05,3.79E-05,32888.7393,37441.0686
1,3.91E-05,31131.1146,59177.5621,583.750211,0.965930939,0.974489026,1.10934238,3.82E-05,4.34E-05,30334.4685,34547.2063
1,3.20E-05,37197.349,58796.7217,610.977332,0.956718445,0.975403463,1.30170037,3.13E-05,3.88E-05,36235.5218,52079.5579
1,3.57E-05,35436.1104,40413.2668,414.871025,0.683784485,0.958718332,38.28819824,3.46E-05,0.000718253,33596.2251,2075401.62
1,3.46E-05,34159.86802,47483.34717,495.908945,0.784702301,0.968634267,20.71954135,3.37E-05,0.000396399,32921.1856,1111889.519
1,3.78E-05,32091.63106,56526.15162,599.6642045,0.921340942,0.974569256,3.251390563,3.69E-05,8.08E-05,31197.70967,153261.037
1,3.22E-05,35711.1826,59721.8923,657.180948,0.968536377,0.976929006,1.10519469,3.15E-05,3.54E-05,34869.5429,39691.3948
1,3.06E-05,37378.6183,60025.3097,698.012482,0.969825745,0.978334639,1.10586425,3.00E-05,3.35E-05,36541.1642,41713.2879
1,3.48E-05,34269.2138,59856.2536,625.496941,0.969734192,0.977339236,1.09637079,3.40E-05,3.80E-05,33476.1674,37639.5525
1,3.23E-05,36843.57823,47875.06494,530.0351762,0.789115906,0.969837796,21.24409604,3.14E-05,0.000403292,35605.47634,1143567.885
1,4.19E-05,33548.32184,55474.59517,466.3613978,0.909629822,0.971876191,3.021350713,4.09E-05,8.10E-05,32408.43925,142532.105
1,3.18E-05,35356.2544,59337.2703,757.82009,0.967018127,0.975137061,1.1048587,3.10E-05,3.51E-05,34479.6814,39048.4337
1,3.23E-05,37404.7092,58607.6895,635.860069,0.95785141,0.973767566,1.22938097,3.15E-05,3.76E-05,36310.7843,48523.8332
1,3.41E-05,36212.0572,58245.2803,579.476894,0.950252533,0.974284066,1.54620029,3.33E-05,4.54E-05,35182.2339,64531.0971
1,4.03E-05,29293.6013,56686.9657,643.84434,0.949581146,0.964370543,1.1923873,3.90E-05,4.69E-05,28174.8746,36170.8896
1,3.72E-05,31572.4917,56795.8392,660.408862,0.948200226,0.965685156,1.26557627,3.60E-05,4.46E-05,30441.654,42827.791
1,3.94E-05,29905.4758,56985.8816,663.026863,0.953186035,0.965121045,1.15463269,3.80E-05,4.54E-05,28860.6221,34540.5296
1,4.28E-05,30214.9419,56989.8992,567.53921,0.949676514,0.966294382,1.21761225,4.14E-05,5.00E-05,29116.2182,38824.5766
1,4.02E-05,30882.6608,57114.8194,582.566426,0.946804047,0.968342986,1.40300358,3.90E-05,5.02E-05,29838.1864,49964.9947
1,3.82E-05,28946.932,56979.9611,802.69989,0.953250885,0.965032847,1.15385142,3.69E-05,4.41E-05,27958.5671,33287.5188
1,3.79E-05,30235.2111,56959.8908,693.71851,0.953018188,0.965003463,1.1552645,3.66E-05,4.36E-05,29173.8188,34964.6977
1,3.49E-05,31965.4665,57141.6307,714.583222,0.954204559,0.965749376,1.15054585,3.37E-05,4.01E-05,30876.354,36753.6925
1,3.66E-05,30598.4037,56541.5124,709.739552,0.950523376,0.963143721,1.16444241,3.53E-05,4.26E-05,29469.3853,35653.1561
1,3.79E-05,29915.853,57747.1423,739.738235,0.957607269,0.968421742,1.13888502,3.67E-05,4.31E-05,28981.0938,34032.3849
1,4.20E-05,29841.273,56213.404,682.642041,0.934772491,0.967088146,1.94983586,4.07E-05,6.23E-05,28818.6573,78409.408
1,3.65E-05,33941.7833,57012.5325,599.53354,0.953487396,0.965190234,1.15309397,3.53E-05,4.18E-05,32730.3609,39290.8956
1,3.35E-05,33842.5915,55985.8878,735.29301,0.947238922,0.960678491,1.17654236,3.22E-05,3.93E-05,32517.1646,39792.4867
1,5.38E-05,30757.38106,46685.64695,386.4899132,0.780139923,0.964728275,22.9358352,5.22E-05,0.000458781,29496.58659,1228934.725
1,4.08E-05,30505.8554,57088.3204,625.067618,0.953540802,0.965634779,1.15442901,3.94E-05,4.69E-05,29462.1759,35197.5475
1,4.09E-05,32279.7939,54090.64581,477.1109792,0.885429382,0.972790437,6.035094648,3.99E-05,0.000134963,31286.37421,305873.1334
1,4.13E-05,30202.1882,56879.4821,748.252186,0.952529907,0.964645862,1.15727425,3.99E-05,4.74E-05,29146.9055,34894.5932
1,3.87E-05,32907.1323,58076.1568,592.353536,0.95954895,0.969839143,1.13176904,3.76E-05,4.35E-05,31909.0547,37260.6571
1,3.30E-05,33318.6864,54944.3588,776.35395,0.940311432,0.95618707,1.20537187,3.16E-05,3.97E-05,31871.5475,40095.0241
1,3.66E-05,32444.3908,59289.7883,602.054407,0.966625214,0.974968612,1.10667659,3.57E-05,4.04E-05,31627.2248,35928.4741
1,3.76E-05,30853.3648,59877.5992,658.442825,0.969978333,0.977410379,1.09503253,3.67E-05,4.13E-05,30172.6207,33711.1602
1,3.76E-05,30608.1779,59048.8089,639.604574,0.965274811,0.973936862,1.11122352,3.66E-05,4.19E-05,29823.5729,33955.3
1,3.95E-05,29254.1527,58405.1715,675.405332,0.96162796,0.971193429,1.12381206,3.83E-05,4.44E-05,28436.892,32760.6653
1,3.74E-05,30048.5196,57297.8934,680.915137,0.95507431,0.966443148,1.14750974,3.61E-05,4.30E-05,29067.0463,34347.3924
1,3.76E-05,29382.0204,57151.9592,771.245109,0.954246521,0.965804592,1.15046745,3.63E-05,4.35E-05,28426.0218,33569.6943
1,3.33E-05,34196.90616,49211.40116,564.1729473,0.829772949,0.961295996,12.57104229,3.21E-05,0.00024681,32772.51599,664708.2664
1,3.84E-05,30423.9417,59357.6626,687.208351,0.966911316,0.975249584,1.10603295,3.75E-05,4.26E-05,29683.5336,33588.9458
1,3.75E-05,30399.3215,59407.0944,679.675341,0.967269897,0.97545992,1.10452598,3.65E-05,4.15E-05,29673.077,33486.8327
1,3.95E-05,30345.3048,58566.903,659.145145,0.962562561,0.971884913,1.12044232,3.84E-05,4.43E-05,29504.5512,33935.07
1,3.68E-05,31655.4371,56048.8618,812.71611,0.947990417,0.960925219,1.17209669,3.54E-05,4.28E-05,30410.1014,37129.8584
1,3.70E-05,30872.3063,57192.4329,869.451089,0.95451355,0.965981072,1.14933142,3.58E-05,4.23E-05,29837.6912,35405.0968
1,3.36E-05,35636.2764,56955.0652,615.726338,0.943641663,0.968530041,1.51360752,3.26E-05,4.48E-05,34442.1908,61469.8158
1,3.51E-05,32311.8903,57745.6168,755.300357,0.957672119,0.968384616,1.13827323,3.40E-05,3.99E-05,31307.2247,36699.5448
1,3.55E-05,31602.0104,57589.2428,822.020257,0.956775665,0.967706525,1.14154306,3.44E-05,4.05E-05,30590.0957,36032.1646
1,3.46E-05,32245.566,57430.8286,833.984408,0.9559021,0.967036964,1.1443507,3.35E-05,3.96E-05,31210.1326,36764.3623
1,3.14E-05,35375.72649,55018.15276,709.2350461,0.911659241,0.968329634,3.663121429,3.05E-05,8.16E-05,34195.54381,178798.6913
1,3.72E-05,35837.80834,41385.00545,411.5602948,0.68951416,0.965062803,44.26056325,3.62E-05,0.000828846,34306.86315,2403002.95
1,3.40E-05,36769.34989,53034.16961,577.3143674,0.883903503,0.965530773,4.63560817,3.30E-05,0.000101811,35276.49183,234169.4213
1,3.93E-05,34674.8029,57146.8784,574.343264,0.949806213,0.96725496,1.22133654,3.83E-05,4.53E-05,33339.3152,44844.2914
1,4.40E-05,33838.06109,39001.97993,335.2858147,0.646198273,0.967087314,57.05440561,4.29E-05,0.001069814,32424.70868,3101504.079
1,3.80E-05,34377.07299,52432.31586,475.4700013,0.871459961,0.966509268,4.932995084,3.69E-05,0.00011153,32968.28735,247933.8363
1,3.85E-05,32227.75543,57633.40822,540.7093696,0.938110352,0.975225961,2.284661228,3.76E-05,6.38E-05,31344.8633,100547.3422
1,3.61E-05,32920.3934,59307.6268,706.519813,0.966648102,0.975041835,1.10679206,3.53E-05,3.98E-05,32084.8988,36499.1417
1,3.56E-05,33488.7657,58933.5012,666.196973,0.96452713,0.973472395,1.11428853,3.47E-05,3.94E-05,32569.7906,37450.6245
1,4.24E-05,33746.9491,59594.704,536.6365,0.968173981,0.976284408,1.10204268,4.14E-05,4.66E-05,32900.656,37420.1822
1,3.52E-05,34485.1223,57799.2631,644.675725,0.950279236,0.971462874,1.41488843,3.43E-05,4.44E-05,33409.0417,55148.162
1,3.32E-05,36722.32985,44772.25462,488.2999663,0.760601044,0.957485677,16.01319839,3.21E-05,0.000308688,34800.64536,857048.2146
1,3.39E-05,35807.0903,59515.9949,660.408767,0.96786499,0.97592325,1.10255843,3.31E-05,3.72E-05,34905.1705,39660.9913
1,3.37E-05,36870.395,58705.8767,636.127045,0.962608337,0.972697759,1.12562652,3.29E-05,3.75E-05,35794.2755,41965.3031
1,3.14E-05,37282.80674,55321.13231,622.6544535,0.923851013,0.965258888,2.217097819,3.04E-05,5.52E-05,35881.98307,101739.2407
1,3.23E-05,35471.3526,57650.094,674.739037,0.95708847,0.967977532,1.14053728,3.12E-05,3.66E-05,34317.9082,40550.9446
1,3.22E-05,33904.9305,57146.7251,807.682568,0.954147339,0.96580438,1.1511122,3.11E-05,3.69E-05,32741.4868,39051.1366
1,3.11E-05,34349.9845,56850.0602,903.200176,0.952487946,0.964491816,1.15664449,3.00E-05,3.59E-05,33139.3,39685.4927
1,3.32E-05,34243.5764,58582.0209,723.001178,0.959762573,0.972977401,1.19453652,3.23E-05,3.83E-05,33299.2511,42599.1188
1,2.99E-05,36662.6888,56840.4853,829.940483,0.952323914,0.96447163,1.15792201,2.88E-05,3.44E-05,35345.6256,42513.4031
1,3.07E-05,36126.7808,59119.4397,697.371695,0.965671539,0.974248439,1.10985585,3.00E-05,3.41E-05,35187.0888,40142.2864
1,3.09E-05,35350.6412,58254.9857,763.047927,0.960041046,0.970805152,1.13696737,3.01E-05,3.49E-05,34302.2134,40498.6132
1,3.24E-05,34183.7995,59018.925,728.705276,0.965034485,0.973829937,1.11231886,3.16E-05,3.61E-05,33293.4296,38005.2023
1,3.60E-05,34568.46139,54502.82621,556.5389226,0.908660889,0.965473474,2.449057175,3.49E-05,6.41E-05,33139.45355,111939.5866
1,3.23E-05,34321.7548,57948.9613,790.829737,0.958679199,0.969285841,1.13549253,3.13E-05,3.66E-05,33286.0429,38887.5163
1,3.94E-05,27865.0948,56470.473,962.14576,0.950065613,0.96289009,1.16651648,3.80E-05,4.60E-05,26867.744,32322.0944
1,4.06E-05,27456.4658,56328.2667,1029.96888,0.949356079,0.962233102,1.16863809,3.91E-05,4.74E-05,26449.6993,31938.4326
1,3.79E-05,29163.7554,56393.0299,939.573707,0.94965744,0.962528067,1.16770483,3.65E-05,4.42E-05,28091.2673,33957.5794
1,3.62E-05,31504.3022,56252.7159,806.156149,0.940670013,0.96498542,1.47596553,3.50E-05,4.74E-05,30368.5571,54122.2868
1,3.83E-05,32465.6607,57925.2602,810.590752,0.955478668,0.970323682,1.20543312,3.72E-05,4.45E-05,31489.2604,40897.1004
1,3.56E-05,32529.8744,58175.8369,812.595225,0.959499359,0.97042547,1.13597036,3.46E-05,4.00E-05,31525.6527,37303.6643
1,3.34E-05,32948.6456,57719.306,878.062581,0.957256317,0.968369344,1.14109579,3.23E-05,3.81E-05,31918.252,37532.9672
1,3.41E-05,32698.9331,58768.3137,850.387244,0.96370697,0.972750011,1.11663512,3.32E-05,3.80E-05,31818.4654,36457.8241
1,3.52E-05,32476.7705,59049.3862,728.826416,0.965209961,0.97395351,1.11167553,3.43E-05,3.92E-05,31638.2488,36063.8949
1,3.56E-05,32662.6999,59233.2333,742.725537,0.966209412,0.974723692,1.10833988,3.48E-05,3.94E-05,31826.2828,36248.363
1,4.18E-05,28595.02823,55772.85558,683.2042718,0.912288666,0.973247278,4.108898146,4.07E-05,0.000100971,27763.24359,196129.4838
1,3.97E-05,28942.4595,59160.598,878.083651,0.965866089,0.974419927,1.10936406,3.87E-05,4.39E-05,28204.3612,32105.1011
1,3.68E-05,30139.8856,58274.724,919.298178,0.960853577,0.970650507,1.12660889,3.58E-05,4.15E-05,29265.0212,33913.0274
1,3.71E-05,29757.3761,57585.909,1022.18235,0.956859589,0.967688071,1.14077142,3.59E-05,4.23E-05,28808.3599,33878.2721
1,3.61E-05,30973.0609,58598.2344,896.419201,0.962688446,0.972027764,1.12020097,3.51E-05,4.05E-05,30119.2973,34639.5554
1,3.53E-05,31199.5157,58961.1727,832.611473,0.96471405,0.973585757,1.11340728,3.43E-05,3.93E-05,30387.3097,34680.0074
1,3.68E-05,30958.2994,58945.5162,792.459321,0.96478653,0.973478384,1.11262995,3.58E-05,4.09E-05,30148.7232,34388.3566
1,4.39E-05,27212.2564,57781.512,793.903351,0.957935333,0.968544081,1.13712299,4.26E-05,4.99E-05,26379.0293,30823.5227
1,4.42E-05,27128.2398,58197.829,798.542595,0.960338593,0.970329214,1.12869263,4.30E-05,4.98E-05,26330.8166,30583.7437
1,4.50E-05,27011.3566,57571.0995,836.597613,0.95533371,0.968124898,1.1735882,4.36E-05,5.17E-05,26162.7418,32601.0029
1,5.41E-05,24263.8218,56776.3662,876.524479,0.951816559,0.964245677,1.160388,5.23E-05,6.22E-05,23421.2213,28033.1548
1,4.43E-05,25729.1618,57601.453,935.279113,0.95690155,0.967772083,1.14079497,4.29E-05,5.04E-05,24917.82,29262.6678
1,4.84E-05,24248.3966,56871.6893,851.574793,0.952587128,0.964605325,1.15655133,4.66E-05,5.59E-05,23421.2479,27898.0453
1,4.88E-05,24489.5938,57802.0003,867.247308,0.958209991,0.968610203,1.13566862,4.73E-05,5.54E-05,23745.5129,27693.0779
1,4.98E-05,25214.4625,56195.9609,736.256731,0.948230743,0.961740939,1.17413442,4.79E-05,5.85E-05,24312.2245,29288.4722
1,4.76E-05,25949.7772,56354.9138,668.56942,0.949073792,0.96245524,1.17133723,4.58E-05,5.58E-05,25023.2471,30156.2413
1,4.71E-05,26175.00268,50895.35764,623.5721357,0.859779358,0.960777711,8.258702291,4.53E-05,0.000184573,25101.53159,418711.8554
1,5.19E-05,22781.4604,56847.9485,780.399147,0.952266693,0.96450045,1.15830712,5.00E-05,6.05E-05,22021.2506,26150.255
1,5.61E-05,22238.0464,57156.3819,739.942158,0.953788757,0.965873614,1.15428956,5.41E-05,6.50E-05,21533.0304,25409.7325
1,5.66E-05,22805.672,58100.7204,657.586609,0.959445953,0.969909949,1.13320471,5.48E-05,6.46E-05,22166.1115,25611.4449
1,4.18E-05,30895.4889,58303.3333,680.662806,0.960914612,0.970742024,1.12695093,4.06E-05,4.70E-05,30005.826,34743.2112
1,4.13E-05,28218.385,58003.724,836.573029,0.95917511,0.96950989,1.13304262,4.01E-05,4.65E-05,27340.7696,32048.5512
1,4.01E-05,28083.7149,56037.3237,789.156612,0.947364807,0.961015598,1.17685015,3.85E-05,4.76E-05,27056.3661,32703.5853
1,3.96E-05,27819.1704,55547.5098,887.217116,0.944549561,0.958787904,1.18699401,3.79E-05,4.73E-05,26750.3042,32633.1029
1,4.13E-05,27479.8193,55996.5487,831.394535,0.946674347,0.960932678,1.18200911,3.96E-05,4.91E-05,26484.1822,32073.8633
1,3.56E-05,31180.9044,53928.4594,843.61868,0.934165955,0.951574122,1.22896164,3.39E-05,4.38E-05,29742.5474,37928.6609
1,3.86E-05,29131.6565,53254.7773,912.316173,0.929466248,0.948603115,1.25023561,3.66E-05,4.80E-05,27670.6667,36209.8854
1,3.58E-05,30733.6127,57980.4567,773.133748,0.95904541,0.969419067,1.13346848,3.47E-05,4.06E-05,29822.9093,34692.3351
1,4.24E-05,26904.1413,54104.179,939.916782,0.93497467,0.952455208,1.22739662,4.04E-05,5.21E-05,25688.6556,32671.0565
1,4.17E-05,27022.3907,54753.547,880.418902,0.939445496,0.955290769,1.20741577,3.99E-05,5.03E-05,25855.7823,32402.3209
1,3.43E-05,30601.794,55422.0286,1011.12152,0.943622589,0.958265394,1.19103844,3.28E-05,4.08E-05,29342.7195,36358.3406
1,3.69E-05,29862.5941,57879.3089,751.017794,0.958206177,0.969026277,1.1377502,3.57E-05,4.22E-05,28982.153,33752.5467
1,3.83E-05,29607.1777,58091.98,768.046368,0.959144592,0.970068005,1.13811407,3.71E-05,4.35E-05,28755.8549,33685.7334
1,4.14E-05,25845.0299,56774.1832,1318.12743,0.952289581,0.964125866,1.1564488,3.99E-05,4.79E-05,24931.8218,29820.7046
1,3.69E-05,29008.363,57601.4755,1034.43973,0.956996918,0.967745217,1.14002275,3.57E-05,4.21E-05,28084.041,33012.5458
1,3.85E-05,27726.6805,57410.9864,1102.752,0.955898285,0.966929382,1.1439784,3.72E-05,4.41E-05,26831.881,31621.7674
1,4.21E-05,27284.5995,56265.9966,891.322651,0.948806763,0.961979274,1.17129375,4.06E-05,4.89E-05,26232.54,32042.2705
1,4.02E-05,27318.8851,56754.2895,1090.53943,0.952011108,0.964065172,1.15803994,3.88E-05,4.65E-05,26353.8448,31563.7288
1,4.10E-05,27306.3703,57539.6478,883.031203,0.956634521,0.967474572,1.14134177,3.97E-05,4.68E-05,26437.8373,31077.335
1,4.31E-05,26564.5464,56293.3055,889.876301,0.9490242,0.962085478,1.17009011,4.15E-05,5.01E-05,25554.0175,31105.2053
1,3.56E-05,30050.132,56433.3867,1161.27473,0.950126648,0.962658452,1.16485797,3.43E-05,4.13E-05,28933.4598,34976.1646
1,3.67E-05,28826.5682,54537.2808,1180.78736,0.938800812,0.954148538,1.2068613,3.50E-05,4.42E-05,27512.1733,34756.4841
1,4.03E-05,27590.0863,57800.3521,808.488175,0.95822525,0.968588628,1.13547677,3.91E-05,4.57E-05,26720.7179,31346.093
1,4.26E-05,26162.0927,55682.4152,865.783604,0.945503235,0.959350547,1.18262457,4.09E-05,5.03E-05,25106.867,30907.3057
1,3.66E-05,29673.75864,48486.22779,823.0418455,0.841518402,0.95030474,9.31230642,3.49E-05,0.000192437,28146.77588,479277.2898
1,3.65E-05,30571.8445,58502.5255,823.727588,0.962047577,0.971640902,1.1227354,3.55E-05,4.10E-05,29707.737,34317.6358
1,5.52E-05,20895.4487,56578.0033,1147.47356,0.950839996,0.963326555,1.16289903,5.31E-05,6.43E-05,20171.3697,24102.4986
1,4.96E-05,24073.9502,57499.4308,723.691147,0.956233978,0.967359289,1.14353991,4.79E-05,5.69E-05,23327.5866,27338.2353
1,4.99E-05,23875.2037,57839.5458,679.751007,0.958221436,0.968813533,1.13642159,4.83E-05,5.69E-05,23161.7437,26990.0626
2,5.96E-05,27972.60074,54162.2542,438.9853432,0.906593323,0.963858997,2.491208219,5.79E-05,9.08E-05,26532.09449,107339.9212
2,5.88E-05,29114.3822,45632.00233,434.3017655,0.778961182,0.955167252,10.44594202,5.70E-05,0.000235403,27184.13561,544109.3077
